strain	strain_link	taxa_link	class	environment	scientific_name
NIVA-CYA 174	https://norcca.scrol.net/strain/niva-cya-174	https://norcca.scrol.net/species/kamptonema-cf-formosum	Cyanophyceae	Brackish	Kamptonema cf. formosum
NIVA-CYA 175	https://norcca.scrol.net/strain/niva-cya-175	https://norcca.scrol.net/species/pseudanabaena-sp	Cyanophyceae	Melt water pond	Pseudanabaena sp.
NIVA-CYA 176	https://norcca.scrol.net/strain/niva-cya-176	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Block scree, rock surface, lithophytic community	Phormidium sp.
NIVA-CYA 177	https://norcca.scrol.net/strain/niva-cya-177	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Gravel surface	Phormidium sp.
NIVA-CYA 18	https://norcca.scrol.net/strain/niva-cya-18	https://norcca.scrol.net/species/planktothrix-prolifica	Cyanophyceae	Freshwater	Planktothrix prolifica
NIVA-CYA 180	https://norcca.scrol.net/strain/niva-cya-180	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Dorit gravel, soil community.	Phormidium sp.
NIVA-CYA 181	https://norcca.scrol.net/strain/niva-cya-181	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Sandy soil	Phormidium sp.
NIVA-CYA 183	https://norcca.scrol.net/strain/niva-cya-183	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Terrestric	Phormidium sp.
NIVA-CYA 184	https://norcca.scrol.net/strain/niva-cya-184	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Terrestric	Phormidium sp.
NIVA-CYA 185	https://norcca.scrol.net/strain/niva-cya-185	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Terrestric	Phormidium sp.
NIVA-CYA 186	https://norcca.scrol.net/strain/niva-cya-186	https://norcca.scrol.net/species/leptolyngbya-sp	Cyanophyceae	Irrigated silt.	Leptolyngbya sp.
NIVA-CYA 187	https://norcca.scrol.net/strain/niva-cya-187	https://norcca.scrol.net/species/synechococcus-elongatus	Cyanophyceae	Ravine, on detritus	Synechococcus elongatus
NIVA-CYA 189	https://norcca.scrol.net/strain/niva-cya-189	https://norcca.scrol.net/species/unidentified-microchaetaceae-species	Cyanophyceae	Sandy soil	Unidentified Microchaetaceae species
NIVA-CYA 19	https://norcca.scrol.net/strain/niva-cya-19	https://norcca.scrol.net/species/trichormus-variabilis	Cyanophyceae	Freshwater	Trichormus variabilis
NIVA-CYA 190	https://norcca.scrol.net/strain/niva-cya-190	https://norcca.scrol.net/species/nostoc-sp	Cyanophyceae	Block scree, rock surface, lithophytic community	Nostoc sp.
NIVA-CYA 191	https://norcca.scrol.net/strain/niva-cya-191	https://norcca.scrol.net/species/nostoc-sp	Cyanophyceae	Diorite gravel, soil community	Nostoc sp.
NIVA-CYA 192	https://norcca.scrol.net/strain/niva-cya-192	https://norcca.scrol.net/species/nostoc-sp	Cyanophyceae	Diorite gravel, soil community	Nostoc sp.
NIVA-CYA 194	https://norcca.scrol.net/strain/niva-cya-194	https://norcca.scrol.net/species/nostoc-sp	Cyanophyceae	Sandy soil	Nostoc sp.
NIVA-CYA 195	https://norcca.scrol.net/strain/niva-cya-195	https://norcca.scrol.net/species/nostoc-sp	Cyanophyceae	Rivulet	Nostoc sp.
NIVA-CYA 197	https://norcca.scrol.net/strain/niva-cya-197	https://norcca.scrol.net/species/nostoc-sp	Cyanophyceae	Flushed moraine	Nostoc sp.
NIVA-CYA 198	https://norcca.scrol.net/strain/niva-cya-198	https://norcca.scrol.net/species/leptolyngbya-sp	Cyanophyceae	Soil	Leptolyngbya sp.
NIVA-CYA 199	https://norcca.scrol.net/strain/niva-cya-199	https://norcca.scrol.net/species/merismopedia-angularis	Cyanophyceae	Terrestrial, wet soil	Merismopedia angularis
NIVA-CYA 2	https://norcca.scrol.net/strain/niva-cya-2	https://norcca.scrol.net/species/pseudanabaena-sp	Cyanophyceae	Freshwater	Pseudanabaena sp.
NIVA-CYA 20	https://norcca.scrol.net/strain/niva-cya-20	https://norcca.scrol.net/species/synechococcus-nidulans	Cyanophyceae	Freshwater	Synechococcus nidulans
NIVA-CYA 201	https://norcca.scrol.net/strain/niva-cya-201	https://norcca.scrol.net/species/phormidium-tergestinum	Cyanophyceae	Freshwater	Phormidium tergestinum
NIVA-CYA 202	https://norcca.scrol.net/strain/niva-cya-202	https://norcca.scrol.net/species/kamptonema-cf-animale	Cyanophyceae	Recent moraine	Kamptonema cf. animale
NIVA-CYA 203	https://norcca.scrol.net/strain/niva-cya-203	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Recent moraine.	Phormidium sp.
NIVA-CYA 204	https://norcca.scrol.net/strain/niva-cya-204	https://norcca.scrol.net/species/leptolyngbya-sp	Cyanophyceae	Recent moraine.	Leptolyngbya sp.
NIVA-CYA 205	https://norcca.scrol.net/strain/niva-cya-205	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Terrestrial	Phormidium sp.
NIVA-CYA 206	https://norcca.scrol.net/strain/niva-cya-206	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Terrestrial	Phormidium sp.
NIVA-CYA 207	https://norcca.scrol.net/strain/niva-cya-207	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Terrestrial	Phormidium sp.
NIVA-CYA 208	https://norcca.scrol.net/strain/niva-cya-208	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Terrestrial	Phormidium sp.
NIVA-CYA 209	https://norcca.scrol.net/strain/niva-cya-209	https://norcca.scrol.net/species/lyngbya-sp	Cyanophyceae	Terrestric	Lyngbya sp.
NIVA-CYA 21	https://norcca.scrol.net/strain/niva-cya-21	https://norcca.scrol.net/species/planktothrix-agardhii	Cyanophyceae	Brackish	Planktothrix agardhii
NIVA-CYA 210	https://norcca.scrol.net/strain/niva-cya-210	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Terrestric	Phormidium sp.
NIVA-CYA 211	https://norcca.scrol.net/strain/niva-cya-211	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Terrestric	Phormidium sp.
NIVA-CYA 212	https://norcca.scrol.net/strain/niva-cya-212	https://norcca.scrol.net/species/chroococcus-sp	Cyanophyceae	soil	Chroococcus sp.
NIVA-CYA 213	https://norcca.scrol.net/strain/niva-cya-213	https://norcca.scrol.net/species/geitlerinema-splendidum	Cyanophyceae	Terrestic	Geitlerinema splendidum
NIVA-CYA 214	https://norcca.scrol.net/strain/niva-cya-214	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Terrestic	Phormidium sp.
NIVA-CYA 217	https://norcca.scrol.net/strain/niva-cya-217	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Terrestric	Phormidium sp.
NIVA-CYA 218	https://norcca.scrol.net/strain/niva-cya-218	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Terrestrial	Phormidium sp.
NIVA-CYA 219/1	https://norcca.scrol.net/strain/niva-cya-2191	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Terrestric	Phormidium sp.
NIVA-CYA 219/2	https://norcca.scrol.net/strain/niva-cya-2192	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Terrestric	Phormidium sp.
NIVA-CYA 22	https://norcca.scrol.net/strain/niva-cya-22	https://norcca.scrol.net/species/microcystis-aeruginosa	Cyanophyceae	Freshwater	Microcystis aeruginosa
NIVA-CYA 220	https://norcca.scrol.net/strain/niva-cya-220	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Freshwater	Phormidium sp.
NIVA-CYA 221	https://norcca.scrol.net/strain/niva-cya-221	https://norcca.scrol.net/species/leptolyngbya-sp	Cyanophyceae	Freshwater, brook	Leptolyngbya sp.
NIVA-CYA 222	https://norcca.scrol.net/strain/niva-cya-222	https://norcca.scrol.net/species/pseudanabaena-sp	Cyanophyceae	Freshwater, brook	Pseudanabaena sp.
NIVA-CYA 223	https://norcca.scrol.net/strain/niva-cya-223	https://norcca.scrol.net/species/dolichospermum-flos-aquae	Cyanophyceae	Freshwater	Dolichospermum flos-aquae
NIVA-CYA 224	https://norcca.scrol.net/strain/niva-cya-224	https://norcca.scrol.net/species/oscillatoria-sp	Cyanophyceae	Freshwater	Oscillatoria sp.
NIVA-CYA 225	https://norcca.scrol.net/strain/niva-cya-225	https://norcca.scrol.net/species/cylindrospermopsis-raciborskii	Cyanophyceae	Freshwater	Cylindrospermopsis raciborskii
NIVA-CYA 226/1	https://norcca.scrol.net/strain/niva-cya-2261	https://norcca.scrol.net/species/dolichospermum-spiroides	Cyanophyceae	Freshwater	Dolichospermum spiroides
NIVA-CYA 226/2	https://norcca.scrol.net/strain/niva-cya-2262	https://norcca.scrol.net/species/dolichospermum-spiroides	Cyanophyceae	Freshwater	Dolichospermum spiroides
NIVA-CYA 227	https://norcca.scrol.net/strain/niva-cya-227	https://norcca.scrol.net/species/nodularia-cf-harveyana	Cyanophyceae	Brackish	Nodularia cf. harveyana
NIVA-CYA 228/1	https://norcca.scrol.net/strain/niva-cya-2281	https://norcca.scrol.net/species/microcystis-aeruginosa	Cyanophyceae	Freshwater, mud sample	Microcystis aeruginosa
NIVA-CYA 228/2	https://norcca.scrol.net/strain/niva-cya-2282	https://norcca.scrol.net/species/microcystis-aeruginosa	Cyanophyceae	Freshwater, mud sample	Microcystis aeruginosa
NIVA-CYA 228/3	https://norcca.scrol.net/strain/niva-cya-2283	https://norcca.scrol.net/species/microcystis-aeruginosa	Cyanophyceae	Freshwater, mud sample	Microcystis aeruginosa
NIVA-CYA 228/4	https://norcca.scrol.net/strain/niva-cya-2284	https://norcca.scrol.net/species/microcystis-aeruginosa	Cyanophyceae	Freshwater, mud sample	Microcystis aeruginosa
NIVA-CYA 229	https://norcca.scrol.net/strain/niva-cya-229	https://norcca.scrol.net/species/planktothrix-agardhii	Cyanophyceae	Freshwater	Planktothrix agardhii
NIVA-CYA 23	https://norcca.scrol.net/strain/niva-cya-23	https://norcca.scrol.net/species/phormidium-uncinatum	Cyanophyceae	Freshwater	Phormidium uncinatum
NIVA-CYA 230	https://norcca.scrol.net/strain/niva-cya-230	https://norcca.scrol.net/species/cyanobium-sp	Cyanophyceae	Freshwater	Cyanobium sp.
NIVA-CYA 231	https://norcca.scrol.net/strain/niva-cya-231	https://norcca.scrol.net/species/pseudanabaena-redekei	Cyanophyceae	Freshwater	Pseudanabaena redekei
NIVA-CYA 232	https://norcca.scrol.net/strain/niva-cya-232	https://norcca.scrol.net/species/planktothrix-agardhii	Cyanophyceae	Freshwater	Planktothrix agardhii
NIVA-CYA 233	https://norcca.scrol.net/strain/niva-cya-233	https://norcca.scrol.net/species/anabaena-sp	Cyanophyceae	Freshwater	Anabaena sp.
NIVA-CYA 234	https://norcca.scrol.net/strain/niva-cya-234	https://norcca.scrol.net/species/nostoc-sp	Cyanophyceae	Freshwater,	Nostoc sp.
NIVA-CYA 235	https://norcca.scrol.net/strain/niva-cya-235	https://norcca.scrol.net/species/nostoc-sp	Cyanophyceae	Freshwater,	Nostoc sp.
NIVA-CYA 237	https://norcca.scrol.net/strain/niva-cya-237	https://norcca.scrol.net/species/chroococcus-turgidus	Cyanophyceae	Terrestric	Chroococcus turgidus
NIVA-CYA 238	https://norcca.scrol.net/strain/niva-cya-238	https://norcca.scrol.net/species/nostoc-sp	Cyanophyceae	Terrestric	Nostoc sp.
NIVA-CYA 239	https://norcca.scrol.net/strain/niva-cya-239	https://norcca.scrol.net/species/leptolyngbya-cf-tenuis	Cyanophyceae	Terrestric	Leptolyngbya cf. tenuis
NIVA-CYA 24	https://norcca.scrol.net/strain/niva-cya-24	https://norcca.scrol.net/species/planktothrix-prolifica	Cyanophyceae	Freshwater	Planktothrix prolifica
NIVA-CYA 240/1	https://norcca.scrol.net/strain/niva-cya-2401	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Terrestric	Phormidium sp.
NIVA-CYA 241	https://norcca.scrol.net/strain/niva-cya-241	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Terrestric	Phormidium sp.
NIVA-CYA 242	https://norcca.scrol.net/strain/niva-cya-242	https://norcca.scrol.net/species/snowella-lacustris	Cyanophyceae	Freshwater	Snowella lacustris
NIVA-CYA 245	https://norcca.scrol.net/strain/niva-cya-245	https://norcca.scrol.net/species/cylindrospermum-sp	Cyanophyceae	Soil	Cylindrospermum sp.
NIVA-CYA 246	https://norcca.scrol.net/strain/niva-cya-246	https://norcca.scrol.net/species/anabaena-sp	Cyanophyceae	Freshwater	Anabaena sp.
NIVA-CYA 247	https://norcca.scrol.net/strain/niva-cya-247	https://norcca.scrol.net/species/anabaena-sp	Cyanophyceae	Freshwater	Anabaena sp.
NIVA-CYA 248	https://norcca.scrol.net/strain/niva-cya-248	https://norcca.scrol.net/species/oscillatoria-sancta	Cyanophyceae	Stream	Oscillatoria sancta
NIVA-CYA 249	https://norcca.scrol.net/strain/niva-cya-249	https://norcca.scrol.net/species/oscillatoria-sancta	Cyanophyceae	Stream	Oscillatoria sancta
NIVA-CYA 25	https://norcca.scrol.net/strain/niva-cya-25	https://norcca.scrol.net/species/leptolyngbya-tenuis	Cyanophyceae	Freshwater	Leptolyngbya tenuis
NIVA-CYA 250/3	https://norcca.scrol.net/strain/niva-cya-2503	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Stream	Phormidium sp.
NIVA-CYA 251	https://norcca.scrol.net/strain/niva-cya-251	https://norcca.scrol.net/species/unidentified-chroococcal-species	Cyanophyceae	Freshwater	Unidentified chroococcal species
NIVA-CYA 252	https://norcca.scrol.net/strain/niva-cya-252	https://norcca.scrol.net/species/unidentified-chroococcal-species	Cyanophyceae	Freshwater	Unidentified chroococcal species
NIVA-CYA 253	https://norcca.scrol.net/strain/niva-cya-253	https://norcca.scrol.net/species/spirulina-major	Cyanophyceae	Freshwater	Spirulina major
NIVA-CYA 254	https://norcca.scrol.net/strain/niva-cya-254	https://norcca.scrol.net/species/lyngbya-sp	Cyanophyceae	Freshwater	Lyngbya sp.
NIVA-CYA 255	https://norcca.scrol.net/strain/niva-cya-255	https://norcca.scrol.net/species/leptolyngbya-sp	Cyanophyceae	Soil, rice field	Leptolyngbya sp.
NIVA-CYA 256	https://norcca.scrol.net/strain/niva-cya-256	https://norcca.scrol.net/species/unidentified-trichal-species		Terrestric	Unidentified trichal species
NIVA-CYA 257	https://norcca.scrol.net/strain/niva-cya-257	https://norcca.scrol.net/species/katagnymene-accurata	Cyanophyceae	Terrestrial	Katagnymene accurata
NIVA-CYA 258/1	https://norcca.scrol.net/strain/niva-cya-2581	https://norcca.scrol.net/species/cyanothece-aeruginosa	Cyanophyceae	Gravel,	Cyanothece aeruginosa
NIVA-CYA 259	https://norcca.scrol.net/strain/niva-cya-259	https://norcca.scrol.net/species/plectonema-sp	Cyanophyceae	Terrestric	Plectonema sp.
NIVA-CYA 26	https://norcca.scrol.net/strain/niva-cya-26	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Freshwater	Phormidium sp.
NIVA-CYA 260	https://norcca.scrol.net/strain/niva-cya-260	https://norcca.scrol.net/species/microcoleus-cf-amoenus	Cyanophyceae	Bryophyte vegetation	Microcoleus cf. amoenus
NIVA-CYA 261/1	https://norcca.scrol.net/strain/niva-cya-2611	https://norcca.scrol.net/species/tychonema-bourrellyi	Cyanophyceae	Freshwater	Tychonema bourrellyi
NIVA-CYA 261/2	https://norcca.scrol.net/strain/niva-cya-2612	https://norcca.scrol.net/species/tychonema-bourrellyi	Cyanophyceae	Freshwater	Tychonema bourrellyi
NIVA-CYA 262	https://norcca.scrol.net/strain/niva-cya-262	https://norcca.scrol.net/species/nostoc-sp	Cyanophyceae	Terrestrial	Nostoc sp.
NIVA-CYA 263/2	https://norcca.scrol.net/strain/niva-cya-2632	https://norcca.scrol.net/species/planktothrix-mougeotii	Cyanophyceae	Freshwater	Planktothrix mougeotii
NIVA-CYA 264	https://norcca.scrol.net/strain/niva-cya-264	https://norcca.scrol.net/species/microcystis-botrys	Cyanophyceae	Freshwater	Microcystis botrys
NIVA-CYA 265/1	https://norcca.scrol.net/strain/niva-cya-2651	https://norcca.scrol.net/species/tychonema-bornetii	Cyanophyceae	Freshwater	Tychonema bornetii
NIVA-CYA 265/5	https://norcca.scrol.net/strain/niva-cya-2655	https://norcca.scrol.net/species/tychonema-bornetii	Cyanophyceae	Freshwater	Tychonema bornetii
NIVA-CYA 266/1	https://norcca.scrol.net/strain/niva-cya-2661	https://norcca.scrol.net/species/anabaena-lemmermannii-var-minor	Cyanophyceae	Freshwater	Anabaena lemmermannii var. minor
NIVA-CYA 267/4	https://norcca.scrol.net/strain/niva-cya-2674	https://norcca.scrol.net/species/dolichospermum-flos-aquae	Cyanophyceae	Freshwater	Dolichospermum flos-aquae
NIVA-CYA 269/2	https://norcca.scrol.net/strain/niva-cya-2692	https://norcca.scrol.net/species/dolichospermum-flos-aquae	Cyanophyceae	Freshwater	Dolichospermum flos-aquae
NIVA-CYA 269/6	https://norcca.scrol.net/strain/niva-cya-2696	https://norcca.scrol.net/species/dolichospermum-flos-aquae	Cyanophyceae	Freshwater	Dolichospermum flos-aquae
NIVA-CYA 27	https://norcca.scrol.net/strain/niva-cya-27	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Freshwater, benthic	Phormidium sp.
NIVA-CYA 270/1	https://norcca.scrol.net/strain/niva-cya-2701	https://norcca.scrol.net/species/dolichospermum-lemmermannii	Cyanophyceae	Freshwater	Dolichospermum lemmermannii
NIVA-CYA 270/2	https://norcca.scrol.net/strain/niva-cya-2702	https://norcca.scrol.net/species/dolichospermum-lemmermannii	Cyanophyceae	Freshwater	Dolichospermum lemmermannii
NIVA-CYA 271	https://norcca.scrol.net/strain/niva-cya-271	https://norcca.scrol.net/species/phormidium-cf-subfuscum	Cyanophyceae	Freshwater	Phormidium cf. subfuscum
NIVA-CYA 272	https://norcca.scrol.net/strain/niva-cya-272	https://norcca.scrol.net/species/komvophoron-sp	Cyanophyceae	Freshwater, planktic	Komvophoron sp.
NIVA-CYA 273	https://norcca.scrol.net/strain/niva-cya-273	https://norcca.scrol.net/species/pseudanabaena-sp	Cyanophyceae	Lake	Pseudanabaena sp.
NIVA-CYA 274	https://norcca.scrol.net/strain/niva-cya-274	https://norcca.scrol.net/species/pseudanabaena-sp	Cyanophyceae	Lake	Pseudanabaena sp.
NIVA-CYA 275/17	https://norcca.scrol.net/strain/niva-cya-27517	https://norcca.scrol.net/species/limnothrix-planctonica	Cyanophyceae	Lake	Limnothrix planctonica
NIVA-CYA 275/4	https://norcca.scrol.net/strain/niva-cya-2754	https://norcca.scrol.net/species/limnothrix-planctonica	Cyanophyceae	Lake	Limnothrix planctonica
NIVA-CYA 276/11	https://norcca.scrol.net/strain/niva-cya-27611	https://norcca.scrol.net/species/pseudanabaena-limnetica	Cyanophyceae	Lake	Pseudanabaena limnetica
NIVA-CYA 276/12	https://norcca.scrol.net/strain/niva-cya-27612	https://norcca.scrol.net/species/pseudanabaena-limnetica	Cyanophyceae	Lake	Pseudanabaena limnetica
NIVA-CYA 276/6	https://norcca.scrol.net/strain/niva-cya-2766	https://norcca.scrol.net/species/pseudanabaena-limnetica	Cyanophyceae	Lake	Pseudanabaena limnetica
NIVA-CYA 277/1	https://norcca.scrol.net/strain/niva-cya-2771	https://norcca.scrol.net/species/pseudanabaena-redekei	Cyanophyceae	Lake	Pseudanabaena redekei
NIVA-CYA 277/5	https://norcca.scrol.net/strain/niva-cya-2775	https://norcca.scrol.net/species/pseudanabaena-redekei	Cyanophyceae	Lake	Pseudanabaena redekei
NIVA-CYA 278	https://norcca.scrol.net/strain/niva-cya-278	https://norcca.scrol.net/species/planktothrix-mougeotii	Cyanophyceae	Lake	Planktothrix mougeotii
NIVA-CYA 279	https://norcca.scrol.net/strain/niva-cya-279	https://norcca.scrol.net/species/microcystis-cf-ichthyoblabe	Cyanophyceae	Lake	Microcystis cf. ichthyoblabe
NIVA-CYA 28	https://norcca.scrol.net/strain/niva-cya-28	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Freshwater	Phormidium sp.
NIVA-CYA 280	https://norcca.scrol.net/strain/niva-cya-280	https://norcca.scrol.net/species/pseudanabaena-sp	Cyanophyceae	Marine	Pseudanabaena sp.
NIVA-CYA 281/1	https://norcca.scrol.net/strain/niva-cya-2811	https://norcca.scrol.net/species/anabaena-lemmermannii-var-lemmermannii	Cyanophyceae	Marine	Anabaena lemmermannii var. lemmermannii
NIVA-CYA 282	https://norcca.scrol.net/strain/niva-cya-282	https://norcca.scrol.net/species/anabaena-oscillarioides	Cyanophyceae	Freshwater	Anabaena oscillarioides
NIVA-CYA 283	https://norcca.scrol.net/strain/niva-cya-283	https://norcca.scrol.net/species/nostoc-kihlmani	Cyanophyceae	Freshwater	Nostoc kihlmani
NIVA-CYA 284	https://norcca.scrol.net/strain/niva-cya-284	https://norcca.scrol.net/species/leptolyngbya-sp	Cyanophyceae	Soil	Leptolyngbya sp.
NIVA-CYA 285	https://norcca.scrol.net/strain/niva-cya-285	https://norcca.scrol.net/species/nostoc-sp	Cyanophyceae	Soil	Nostoc sp.
NIVA-CYA 286	https://norcca.scrol.net/strain/niva-cya-286	https://norcca.scrol.net/species/nostoc-sp	Cyanophyceae	Soil	Nostoc sp.
NIVA-CYA 287	https://norcca.scrol.net/strain/niva-cya-287	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Soil	Phormidium sp.
NIVA-CYA 288	https://norcca.scrol.net/strain/niva-cya-288	https://norcca.scrol.net/species/anabaena-sp	Cyanophyceae	Soil	Anabaena sp.
NIVA-CYA 289	https://norcca.scrol.net/strain/niva-cya-289	https://norcca.scrol.net/species/phormidium-sp	Cyanophyceae	Soil	Phormidium sp.
NIVA-CYA 29	https://norcca.scrol.net/strain/niva-cya-29	https://norcca.scrol.net/species/planktothrix-agardhii	Cyanophyceae	Freshwater	Planktothrix agardhii
NIVA-CYA 290	https://norcca.scrol.net/strain/niva-cya-290	https://norcca.scrol.net/species/nostoc-sp	Cyanophyceae	Soil	Nostoc sp.
NIVA-CYA 291	https://norcca.scrol.net/strain/niva-cya-291	https://norcca.scrol.net/species/nostoc-sp	Cyanophyceae	Soil	Nostoc sp.
NIVA-CYA 293/1	https://norcca.scrol.net/strain/niva-cya-2931	https://norcca.scrol.net/species/rhabdogloea-cf-linearis	Cyanophyceae	Pond	Rhabdogloea cf. linearis
NIVA-CYA 294	https://norcca.scrol.net/strain/niva-cya-294	https://norcca.scrol.net/species/unidentified-chroococcal-species	Cyanophyceae	Terrestric	Unidentified chroococcal species
