ScientificName	AphiaID	Match type	ScientificName	Authority	AphiaID_accepted	ScientificName_accepted	Authority_accepted	used_aphia_id	comment
Rhizoclonium hieroglyphicum var. dimorphum	551461	exact	Rhizoclonium hieroglyphicum var. dimorphum	(Wittrock) Stockmayer, 1890	551461	Rhizoclonium hieroglyphicum var. dimorphum	(Wittrock) Stockmayer, 1890	551461	
Rhizoclonium lapponicum	625468	exact	Rhizoclonium lapponicum	Brand				625468	
Rhizoclonium profundum	625469	exact	Rhizoclonium profundum	Brand	625469	Rhizoclonium profundum	Brand	625469	
Cladophora	143996	exact	Cladophora	Kützing, 1843	143996	Cladophora	Kützing, 1843	143996	
Cladophora albida	145033	exact	Cladophora albida	(Nees) Kutzing, 1843	145033	Cladophora albida	(Nees) Kutzing, 1843	145033	
Cladophora pachyderma	371104	exact	Cladophora pachyderma	(Kjellman) Brand, 1908	145074	Rhizoclonium pachydermum	Kjellman, 1877	145074	
Cladophora dalmatica	145042	exact	Cladophora dalmatica	Kützing, 1843	145042	Cladophora dalmatica	Kützing, 1843	145042	
Cladophora flexuosa	145045	exact	Cladophora flexuosa	(O.F.Müller) Kützing, 1843	145045	Cladophora flexuosa	(O.F.Müller) Kützing, 1843	145045	
Cladophora fracta	145046	exact	Cladophora fracta	(O.F.Müller ex Vahl) Kützing, 1843	145046	Cladophora fracta	(O.F.Müller ex Vahl) Kützing, 1843	145046	
Cladophora glomerata	145048	exact	Cladophora glomerata	(Linnaeus) Kützing, 1843	145048	Cladophora glomerata	(Linnaeus) Kützing, 1843	145048	
Cladophora laetevirens	145051	exact	Cladophora laetevirens	(Dillwyn) Kützing, 1843	145051	Cladophora laetevirens	(Dillwyn) Kützing, 1843	145051	
Cladophora pygmaea	145061	exact	Cladophora pygmaea	Reinke, 1888	1311361	Lychaete pygmaea	(Reinke) M.J.Wynne, 2017	1311361	
Cladophora rupestris	145064	exact	Cladophora rupestris	(Linnaeus) Kützing, 1843	145064	Cladophora rupestris	(Linnaeus) Kützing, 1843	145064	
Cladophora sericea	145065	exact	Cladophora sericea	(Hudson) Kützing, 1843	145065	Cladophora sericea	(Hudson) Kützing, 1843	145065	
Cladophora vadorum	145069	exact	Cladophora vadorum	(Areschoug) Kützing, 1849	145069	Cladophora vadorum	(Areschoug) Kützing, 1849	145069	
Cladophora vagabunda	145070	exact	Cladophora vagabunda	(Linnaeus) Hoek, 1963	145070	Cladophora vagabunda	(Linnaeus) Hoek, 1963	145070	
Cladophora rivularis	162525	exact	Cladophora rivularis	(Linnaeus) Kuntze, 1891	162525	Cladophora rivularis	(Linnaeus) Kuntze, 1891	162525	
Aegagropila	381149	exact	Aegagropila	Kützing, 1843	381149	Aegagropila	Kützing, 1843	381149	
Aegagropila linnaei	381150	exact	Aegagropila linnaei	Kützing, 1843	381150	Aegagropila linnaei	Kützing, 1843	381150	
Anadyomenaceae	143686	exact	Anadyomenaceae	Kützing, 1843	143686	Anadyomenaceae	Kützing, 1843	143686	
Trentepohliales	422888	exact	Trentepohliales		422888	Trentepohliales		422888	
Trentepohliaceae	422889	exact	Trentepohliaceae		422889	Trentepohliaceae		422889	
Trentepohlia	600726	exact	Trentepohlia	Martius, 1817	600726	Trentepohlia	Martius, 1817	600726	
Trentepohlia aurea	608686	exact	Trentepohlia aurea	(Linnaeus) C.Martius, 1817	608686	Trentepohlia aurea	(Linnaeus) C.Martius, 1817	608686	
Trentepohlia odorata	608690	exact	Trentepohlia odorata	(F.H.Wiggers) Wittrock, 1880	608690	Trentepohlia odorata	(F.H.Wiggers) Wittrock, 1880	608690	
Trentepohlia umbrina	611360	exact	Trentepohlia umbrina	(Kützing) Bornet, 1873	611360	Trentepohlia umbrina	(Kützing) Bornet, 1873	611360	
Ulotrichales	824	exact	Ulotrichales	Borzi, 1895	824	Ulotrichales	Borzi, 1895	824	
Gomontiaceae	196248	exact	Gomontiaceae	De Toni, 1889	196248	Gomontiaceae	De Toni, 1889	196248	
Gomontia	143950	exact	Gomontia	Bornet & Flahault, 1888	143950	Gomontia	Bornet & Flahault, 1888	143950	
Gomontia polyrhiza	144903	exact	Gomontia polyrhiza	(Lagerheim) Bornet & Flahault, 1888	144903	Gomontia polyrhiza	(Lagerheim) Bornet & Flahault, 1888	144903	
Monostroma	144290	exact	Monostroma	Thuret, 1854	144290	Monostroma	Thuret, 1854	144290	
Monostroma arcticum	145937	exact	Monostroma arcticum	Wittrock, 1866	687781	Monostroma grevillei var. arctica	(Wittrock) Rosenvinge, 1893	687781	
Monostroma balticum	145938	exact	Monostroma balticum	Wittrock, 1866	145938	Monostroma balticum	Wittrock, 1866	145938	
Monostroma grevillei	145940	exact	Monostroma grevillei	(Thuret) Wittrock, 1866	145940	Monostroma grevillei	(Thuret) Wittrock, 1866	145940	
Monostroma bullosum	145939	exact	Monostroma bullosum	(Roth) Thuret, 1854	145939	Monostroma bullosum	(Roth) Thuret, 1854	145939	
Protomonostroma	144291	exact	Protomonostroma	K.L.Vinogradova, 1969	144291	Protomonostroma	K.L.Vinogradova, 1969	144291	
Protomonostroma undulatum	145946	exact	Protomonostroma undulatum	(Wittrock) K.L.Vinogradova, 1969	145946	Protomonostroma undulatum	(Wittrock) K.L.Vinogradova, 1969	145946	
Eugomontia	144286	exact	Eugomontia	Kornmann, 1960	144286	Eugomontia	Kornmann, 1960	144286	
Eugomontia sacculata	145922	exact	Eugomontia sacculata	Kornmann, 1960	145922	Eugomontia sacculata	Kornmann, 1960	145922	
Ulotrichaceae	143790	exact	Ulotrichaceae	Kützing, 1843	143790	Ulotrichaceae	Kützing, 1843	143790	
Acrosiphonia	143803	exact	Acrosiphonia	J.Agardh, 1846	143803	Acrosiphonia	J.Agardh, 1846	143803	
Acrosiphonia arcta	144407	exact	Acrosiphonia arcta	(Dillwyn) Gain, 1912	144407	Acrosiphonia arcta	(Dillwyn) Gain, 1912	144407	
Acrosiphonia sonderi	144412	exact	Acrosiphonia sonderi	(Kützing) Kornmann, 1962	144412	Acrosiphonia sonderi	(Kützing) Kornmann, 1962	144412	
Acrosiphonia spinescens	146236	exact	Acrosiphonia spinescens	(Kützing) Kjellman, 1893	146236	Acrosiphonia spinescens	(Kützing) Kjellman, 1893	146236	
Spongomorpha	143804	exact	Spongomorpha	Kützing, 1843	143804	Spongomorpha	Kützing, 1843	143804	
Spongomorpha aeruginosa	144413	exact	Spongomorpha aeruginosa	(Linnaeus) Hoek, 1963	144413	Spongomorpha aeruginosa	(Linnaeus) Hoek, 1963	144413	
Urospora bangioides	162545	exact	Urospora bangioides	(Harvey) Holmes & Batters, 1891	162545	Urospora bangioides	(Harvey) Holmes & Batters, 1891	162545	
Urospora neglecta	144419	exact	Urospora neglecta	(Kornmann) Lokhorst & Trask, 1981	144419	Urospora neglecta	(Kornmann) Lokhorst & Trask, 1981	144419	
Urospora penicilliformis	144420	exact	Urospora penicilliformis	(Roth) Areschoug, 1866	144420	Urospora penicilliformis	(Roth) Areschoug, 1866	144420	
Urospora wormskioldii	144421	exact	Urospora wormskioldii	(Mertens) Rosenvinge, 1893	144421	Urospora wormskioldii	(Mertens) Rosenvinge, 1893	144421	
Ulothrix	144287	exact	Ulothrix	Kützing, 1833	144287	Ulothrix	Kützing, 1833	144287	
Ulothrix flacca	145925	exact	Ulothrix flacca	(Dillwyn) Thuret, 1863	145925	Ulothrix flacca	(Dillwyn) Thuret, 1863	145925	
Ulothrix implexa	145927	exact	Ulothrix implexa	(Kützing) Kützing, 1849	145927	Ulothrix implexa	(Kützing) Kützing, 1849	145927	
Ulothrix speciosa	145930	exact	Ulothrix speciosa	(Carmichael) Kützing, 1849	145930	Ulothrix speciosa	(Carmichael) Kützing, 1849	145930	
Ulothrix subflaccida	145931	exact	Ulothrix subflaccida	Wille, 1901	145931	Ulothrix subflaccida	Wille, 1901	145931	
Ulothrix zonata	145934	exact	Ulothrix zonata	(F.Weber & Mohr) Kützing, 1833	145934	Ulothrix zonata	(F.Weber & Mohr) Kützing, 1833	145934	
Ulothrix oscillarina	661104	exact	Ulothrix oscillarina	Kützing, 1845	661104	Ulothrix oscillarina	Kützing, 1845	661104	
Ulothrix tenuissima	145933	exact	Ulothrix tenuissima	Kützing, 1833	145933	Ulothrix tenuissima	Kützing, 1833	145933	
Ulothrix tenerrima	145932	exact	Ulothrix tenerrima	(Kützing) Kützing, 1843	145932	Ulothrix tenerrima	(Kützing) Kützing, 1843	145932	
Gloeotila subconstricta	626435	exact	Gloeotila subconstricta	(G.S.West) Printz, 1964	626435	Gloeotila subconstricta	(G.S.West) Printz, 1964	626435	
Cylindrocapsaceae	599607	exact	Cylindrocapsaceae		599607	Cylindrocapsaceae		599607	
Cylindrocapsa	600787	exact	Cylindrocapsa	Reinsch, 1867	600787	Cylindrocapsa	Reinsch, 1867	600787	
Gloeotilaceae	416376	exact	Gloeotilaceae		416376	Gloeotilaceae		416376	
Geminella mutabilis	608679	exact	Geminella mutabilis	(Brébisson) Wille, 1909	608679	Geminella mutabilis	(Brébisson) Wille, 1909	608679	
Gloeotila	577860	exact	Gloeotila	Kützing, 1843	577860	Gloeotila	Kützing, 1843	577860	
Gloeotila coronata	625417	exact	Gloeotila coronata	Chodat				625417	
Gloeotila pelagica	577861	exact	Gloeotila pelagica	(Nyegaard) Skuja, 1956	577863	Stichococcus pelagicus	(Nygaard) Hindák, 1996	577863	
Gloeotila curta	656130	exact	Gloeotila curta	Skuja, 1956	656130	Gloeotila curta	Skuja, 1956	656130	
Gloeotila pulchra	625375	exact	Gloeotila pulchra	Skuja, 1948	625375	Gloeotila pulchra	Skuja, 1948	625375	
Gloeotila spiralis	664269	exact	Gloeotila spiralis	Chodat, 1900	177572	Planktolyngbya contorta	(Lemmermann) Anagnostidis & Komárek, 1988	177572	
Gloeotila turfosa	708006	exact	Gloeotila turfosa	Skuja, 1956	1311314	Geminella turfosa	(Skuja) Ramanathan, 1964	1311314	
Planctonema	162715	exact	Planctonema	Schmidle, 1903	162715	Planctonema	Schmidle, 1903	162715	
Planctonema lauterbornii	162716	exact	Planctonema lauterbornii	Schmidle, 1903	575737	Binuclearia lauterbornii	(Schmidle) Proschkina-Lavrenko, 1966	575737	
Binuclearia	575735	exact	Binuclearia	Wittrock, 1886	575735	Binuclearia	Wittrock, 1886	575735	
Binuclearia tectorum	608649	exact	Binuclearia tectorum	(Kützing) Berger ex Wichmann, 1937	608649	Binuclearia tectorum	(Kützing) Berger ex Wichmann, 1937	608649	
Radiofilum	600824	exact	Radiofilum	Schmidle, 1894	600824	Radiofilum	Schmidle, 1894	600824	
Radiofilum flavescens	610987	exact	Radiofilum flavescens	G.S.West, 1899	610987	Radiofilum flavescens	G.S.West, 1899	610987	
Radiofilum irregulare	661089	exact	Radiofilum irregulare	(Wille) Brunnthaler, 1913	623902	Parallela transversalis	(Brébisson) Novis, M.Lorenz, Broady & E.A. Flint, 2010	623902	
Radiofilum mesomorphum	625465	exact	Radiofilum mesomorphum	Skuja				625465	
Ulvella	143942	exact	Ulvella	P.L.Crouan & H.M.Crouan, 1859	143942	Ulvella	P.L.Crouan & H.M.Crouan, 1859	143942	
Ulvella lens	144886	exact	Ulvella lens	P.L.Crouan & H.M.Crouan, 1859	144886	Ulvella lens	P.L.Crouan & H.M.Crouan, 1859	144886	
Ulvales	827	exact	Ulvales	Blackman & Tansley, 1902	827	Ulvales	Blackman & Tansley, 1902	827	
Ulvaceae	143794	exact	Ulvaceae	J.V. Lamouroux ex Dumortier, 1822	143794	Ulvaceae	J.V. Lamouroux ex Dumortier, 1822	143794	
Ochlochaete	144299	exact	Ochlochaete	Thwaites, 1849	144299	Ochlochaete	Thwaites, 1849	144299	
Ochlochaete hystrix	146012	exact	Ochlochaete hystrix	Thwaites, 1849	146012	Ochlochaete hystrix	Thwaites, 1849	146012	
Percursaria	144295	exact	Percursaria	Bory de Saint-Vincent, 1823	144295	Percursaria	Bory de Saint-Vincent, 1823	144295	
Percursaria percursa	145979	exact	Percursaria percursa	(C.Agardh) Rosenvinge, 1893	145979	Percursaria percursa	(C.Agardh) Rosenvinge, 1893	145979	
Ruthnielsenia	370184	exact	Ruthnielsenia	C.J.O'Kelly, B.Wynsor & W.K.Bellows, 2004	370184	Ruthnielsenia	C.J.O'Kelly, B.Wynsor & W.K.Bellows, 2004	370184	
Ruthnielsenia tenuis	376497	exact	Ruthnielsenia tenuis	(Kylin) C.J.O'Kelly, B.Wynsor & W.K.Bellows, 2004	376497	Ruthnielsenia tenuis	(Kylin) C.J.O'Kelly, B.Wynsor & W.K.Bellows, 2004	376497	
Ulvaria splendens	494992	exact	Ulvaria splendens	(Ruprecht) K.L.Vinogradova, 1979	494992	Ulvaria splendens	(Ruprecht) K.L.Vinogradova, 1979	494992	
Ulva	144296	exact	Ulva	Linnaeus, 1753	144296	Ulva	Linnaeus, 1753	144296	
Ulva clathrata	156078	exact	Ulva clathrata	(Roth) C.Agardh, 1811	156078	Ulva clathrata	(Roth) C.Agardh, 1811	156078	
Ulva compressa	234462	exact	Ulva compressa	Linnaeus, 1753	234462	Ulva compressa	Linnaeus, 1753	234462	
Ulva curvata	145981	exact	Ulva curvata	(Kützing) De Toni, 1889	145981	Ulva curvata	(Kützing) De Toni, 1889	145981	
Ulva flexuosa	234468	exact	Ulva flexuosa	Wulfen, 1803	234468	Ulva flexuosa	Wulfen, 1803	234468	
Ulva intestinalis	234471	exact	Ulva intestinalis	Linnaeus, 1753	234471	Ulva intestinalis	Linnaeus, 1753	234471	
Ulva kylinii	234473	exact	Ulva kylinii	(Bliding) H.S.Hayden, Blomster, Maggs, P.C.Silva, Stanhope & Waaland, 2003	234473	Ulva kylinii	(Bliding) H.S.Hayden, Blomster, Maggs, P.C.Silva, Stanhope & Waaland, 2003	234473	
Ulva lactuca	145984	exact	Ulva lactuca	Linnaeus, 1753	145984	Ulva lactuca	Linnaeus, 1753	145984	
Ulva laetevirens	240520	exact	Ulva laetevirens	J.E. Areschoug, 1854	240520	Ulva laetevirens	J.E. Areschoug, 1854	240520	
Ulva linza	234474	exact	Ulva linza	Linnaeus, 1753	234474	Ulva linza	Linnaeus, 1753	234474	
Ulva procera	234461	exact	Ulva procera	(K.Ahlner) H.S.Hayden, Blomster, Maggs, P.C.Silva, Stanhope & Waaland, 2003	234476	Ulva prolifera	O.F.Müller, 1778	234476	
Ulva prolifera	234476	exact	Ulva prolifera	O.F.Müller, 1778	234476	Ulva prolifera	O.F.Müller, 1778	234476	
Ulva scandinavica	145992	exact	Ulva scandinavica	Bliding, 1969	145990	Ulva rigida	C.Agardh, 1823	145990	
Ulva simplex	234480	exact	Ulva simplex	(K.L.Vinogradova) H.S.Hayden, Blomster, Maggs, P.C.Silva, Stanhope & Waaland, 2003	234476	Ulva prolifera	O.F.Müller, 1778	234476	
Ulva torta	234481	exact	Ulva torta	(Mertens) Trevisan, 1842	234481	Ulva torta	(Mertens) Trevisan, 1842	234481	
Ulva pertusa	211460	exact	Ulva pertusa	Kjellman, 1897	660661	Ulva australis	Areschoug, 1854	660661	
Ulva compressa/intestinalis	144296	exact	Ulva	Linnaeus, 1753	144296	Ulva	Linnaeus, 1753	144296	
Ulva clathrata/flexuosa	144296	exact	Ulva	Linnaeus, 1753	144296	Ulva	Linnaeus, 1753	144296	
Ulva procera/prolifera	144296	exact	Ulva	Linnaeus, 1753	144296	Ulva	Linnaeus, 1753	144296	
Ulvellaceae	143795	exact	Ulvellaceae	Schmidle, 1899	143795	Ulvellaceae	Schmidle, 1899	143795	
Pringsheimiella	143936	exact	Pringsheimiella	Höhnel, 1920	143942	Ulvella	P.L.Crouan & H.M.Crouan, 1859	143942	
Pringsheimiella scutata	144876	exact	Pringsheimiella scutata	(Reinke) Marchewianka, 1925	732330	Ulvella scutata	(Reinke) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013	732330	
Syncoryne reinkei	144883	exact	Syncoryne reinkei	R.Nielsen & P.M.Pedersen, 1977	144883	Syncoryne reinkei	R.Nielsen & P.M.Pedersen, 1977	144883	
Epicladia cyclostoma	146004	exact	Epicladia cyclostoma	(Waern) R.Nielsen, 1995	146004	Epicladia cyclostoma	(Waern) R.Nielsen, 1995	146004	
Epicladia perforans	146008	exact	Epicladia perforans	(Huber) R.Nielsen, 1980	146008	Epicladia perforans	(Huber) R.Nielsen, 1980	146008	
Epicladia phillipsii	146009	exact	Epicladia phillipsii	(Batters) R.Nielsen, 1985	146009	Epicladia phillipsii	(Batters) R.Nielsen, 1985	146009	
Epicladia testarum	146011	exact	Epicladia testarum	(Kylin) R.Nielsen, 1980	838154	Ulvella testarum	(Kylin) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013	838154	
Acrochaete	144297	exact	Acrochaete	N.Pringsheim, 1862	143942	Ulvella	P.L.Crouan & H.M.Crouan, 1859	143942	
Acrochaete flustrae	377105	exact	Acrochaete flustrae	(Reinke) O'Kelly, 2006	146005	Epicladia flustrae	Reinke, 1889	146005	
Acrochaete cladophorae	145994	exact	Acrochaete cladophorae	(Hornby) R.Nielsen, 1995	1312611	Ulvella cladophorae	(Hornby) A.C.Mathieson & Dawes, 2017	1312611	
Acrochaete leptochaete	145998	exact	Acrochaete leptochaete	(Huber) R.Nielsen, 1983	732246	Ulvella leptochaete	(Huber) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013	732246	
Acrochaete repens	146001	exact	Acrochaete repens	Pringsheim, 1862	732257	Ulvella repens	(Pringsheim) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013	732257	
Acrochaete viridis	146002	exact	Acrochaete viridis	(Reinke) R.Nielsen, 1979	732259	Ulvella viridis	(Reinke) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013	732259	
Acrochaete wittrockii	146003	exact	Acrochaete wittrockii	(Wille) R.Nielsen, 1983	732245	Ulvella wittrockii	(Wille) R.Nielsen, C.J.O'Kelly & B.Wysor, 2013	732245	
Phaeophilaceae	143764	exact	Phaeophilaceae	D.F. Chappell, C.J. O'Kelly, L.W. Wilcox & G.L. Floyd, 1990	143764	Phaeophilaceae	D.F. Chappell, C.J. O'Kelly, L.W. Wilcox & G.L. Floyd, 1990	143764	
Phaeophila	144222	exact	Phaeophila	Hauck, 1876	144222	Phaeophila	Hauck, 1876	144222	
Phaeophila dendroides	145778	exact	Phaeophila dendroides	(P.Crouan & H.Crouan) Batters, 1902	145778	Phaeophila dendroides	(P.Crouan & H.Crouan) Batters, 1902	145778	
Capsosiphonaceae	143791	exact	Capsosiphonaceae	V.J. Chapman, 1952	143791	Capsosiphonaceae	V.J. Chapman, 1952	143791	
Capsosiphon	144288	exact	Capsosiphon	Gobi, 1879	144288	Capsosiphon	Gobi, 1879	144288	
Capsosiphon fulvescens	145935	exact	Capsosiphon fulvescens	(C.Agardh) Setchell & N.L.Gardner, 1920	145935	Capsosiphon fulvescens	(C.Agardh) Setchell & N.L.Gardner, 1920	145935	
Gayraliaceae	368895	exact	Gayraliaceae	K.L. Vinogradova, 1969	368895	Gayraliaceae	K.L. Vinogradova, 1969	368895	
Gayralia	206148	exact	Gayralia	K.L.Vinogradova, 1969	206148	Gayralia	K.L.Vinogradova, 1969	206148	
Gayralia oxysperma	214368	exact	Gayralia oxysperma	(Kützing) K.L.Vinogradova ex Scagel <i>et al.</i>, 1989	214368	Gayralia oxysperma	(Kützing) K.L.Vinogradova ex Scagel <i>et al.</i>, 1989	214368	
Kornmanniaceae	143792	exact	Kornmanniaceae	L.Golden & K.M.Cole	143792	Kornmanniaceae	L.Golden & K.M.Cole	143792	
Pseudendoclonium	143937	exact	Pseudendoclonium	Wille, 1901	143937	Pseudendoclonium	Wille, 1901	143937	
Pseudendoclonium fucicola	156368	exact	Pseudendoclonium fucicola	(Rosenvinge) R.Nielsen, 1980	156368	Pseudendoclonium fucicola	(Rosenvinge) R.Nielsen, 1980	156368	
Pseudendoclonium submarinum	144879	exact	Pseudendoclonium submarinum	Wille, 1901	144879	Pseudendoclonium submarinum	Wille, 1901	144879	
Tellamia	143941	exact	Tellamia	Batters, 1895	143941	Tellamia	Batters, 1895	143941	
Tellamia contorta	144884	exact	Tellamia contorta	Batters, 1895	144884	Tellamia contorta	Batters, 1895	144884	
Blidingia	144293	exact	Blidingia	Kylin, 1947	144293	Blidingia	Kylin, 1947	144293	
Blidingia marginata	145949	exact	Blidingia marginata	(J.Agardh) P.J.L.Dangeard ex Bliding, 1963	145949	Blidingia marginata	(J.Agardh) P.J.L.Dangeard ex Bliding, 1963	145949	
Blidingia chadefaudii	145948	exact	Blidingia chadefaudii	(Feldmann) Bliding, 1963	145948	Blidingia chadefaudii	(Feldmann) Bliding, 1963	145948	
Blidingia minima	145950	exact	Blidingia minima	(Nägeli ex Kützing) Kylin, 1947	145950	Blidingia minima	(Nägeli ex Kützing) Kylin, 1947	145950	
Blidingia ramifera	145951	exact	Blidingia ramifera	(Bliding) Garbary & L.B.Barkhouse, 1987	145951	Blidingia ramifera	(Bliding) Garbary & L.B.Barkhouse, 1987	145951	
Kornmannia	144289	exact	Kornmannia	Bliding, 1969	144289	Kornmannia	Bliding, 1969	144289	
Kornmannia leptoderma	145936	exact	Kornmannia leptoderma	(Kjellman) Bliding, 1969	145936	Kornmannia leptoderma	(Kjellman) Bliding, 1969	145936	
Siphonocladales	22974	exact	Siphonocladales	(Blackman & Tansley) Oltmanns	22974	Siphonocladales	(Blackman & Tansley) Oltmanns	22974	
Valoniaceae	143780	exact	Valoniaceae	Kützing, 1849	143780	Valoniaceae	Kützing, 1849	143780	
Siphonocladaceae	143779	exact	Siphonocladaceae	Schmitz, 1879	143779	Siphonocladaceae	Schmitz, 1879	143779	
Dasycladales	18815	exact	Dasycladales	Pascher	18815	Dasycladales	Pascher	18815	
Dasycladaceae	143702	exact	Dasycladaceae	Kützing, 1843	143702	Dasycladaceae	Kützing, 1843	143702	
Oltmannsiellopsidales	493838	exact	Oltmannsiellopsidales		493838	Oltmannsiellopsidales		493838	
Oltmannsiellopsidaceae	493892	exact	Oltmannsiellopsidaceae	T.Nakayama, S.Watanabe & I.Inouye, 1996	493892	Oltmannsiellopsidaceae	T.Nakayama, S.Watanabe & I.Inouye, 1996	493892	
Oltmannsiellopsis	494102	exact	Oltmannsiellopsis	M.Chihara & I.Inouye, 1986	494102	Oltmannsiellopsis	M.Chihara & I.Inouye, 1986	494102	
Hexamitus	562618							562618	Changed from Hexamitus to Hexamita
Hexamitus pusillus	628095							628095	Changed from Hexamitus to Hexamita
Trepomonas	428565	exact	Trepomonas	Dujardin, 1841	428565	Trepomonas	Dujardin, 1841	428565	
Trepomonas agilis	428826	exact	Trepomonas agilis	Dujardin, 1841	428826	Trepomonas agilis	Dujardin, 1841	428826	
Trepomonas latecapitata	625495	exact	Trepomonas latecapitata	Skuja				625495	
Trepomonas rotans	625496	exact	Trepomonas rotans	G.A. Klebs				625496	
Trigonomonas	577485	exact	Trigonomonas	Klebs, 1892	577485	Trigonomonas	Klebs, 1892	577485	
Trigonomonas aechme	628666	exact	Trigonomonas aechme	Skuja, 1939	628666	Trigonomonas aechme	Skuja, 1939	628666	
