Sökterm	Matchstatus	Taxon id	Status	Vetenskapligt namn	Auktor	Svenskt namn	Kategori	Svensk förekomst	Guid	Synonymer	Rike	Fylum	Klass	Ordning	Familj	Släkte	Art
Pseudendoclonium fucicola	Exakt	232771	Accepterat	Pseudendoclonium fucicola	(Rosenv.) R.Nielsen	tånggrönska	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 232771	"Pseudopringsheimia fucicola (Rosenv.) Wille;Ulvella fucicola Rosenv."	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Kornmanniaceae	Pseudendoclonium	
Phalacroma rotundatum	Exakt	263295	Accepterat	Phalacroma rotundatum	(Clap. & J.Lachm.) Kof. & J.R.Michener		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263295	"Phalacroma rotundata (Clap. & J.Lachm.) Kof. & J.R.Michener;Dinophysis rotundata Clap. & J.Lachm."	Chromista	Miozoa	Dinophyceae	Dinophysiales	Oxyphysiaceae	Phalacroma	
Ceratium arcticum	Exakt	238294	Accepterat	Ceratium arcticum	(Ehrenb.) Cleve, nom. inval.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238294		Chromista	Miozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Ceratium	
Ceratium hirundinella	Exakt	238303	Accepterat	Ceratium hirundinella	(O.F.Müll.) Dujard.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238303	"Bursaria hirundinella O.F.Müll.;Ceratium hirundinella f. brachyceroides Schröd.;Ceratium hirundinella f. austriacum (Zederb.) H.Bachm.;Ceratium austriacum Zederb."	Chromista	Miozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Ceratium	
Achnanthes longipes	Exakt	237778	Accepterat	Achnanthes armillaris	(O.F.Müller) Guiry		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237778	Conferva armillaris O.F.Müller	Chromista	Gyrista	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	
Pseudo-nitzschia pseudodelicatissima	Exakt	237683	Accepterat	Pseudo-nitzschia pseudodelicatissima	(Hasle) Hasle		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237683	Nitzschia pseudodelicatissima Hasle	Chromista	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	
Eunotia incisa	Exakt	262615	Accepterat	Eunotia incisa	W.Sm. ex W.Greg.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262615	"Eunotia incisa W.Greg.;Eunotia sudetica var. incisa (W.Sm. ex W.Greg.) Manguin"	Chromista	Gyrista	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	
Eunotia pectinalis	Exakt	237947	Accepterat	Eunotia pectinalis	(Kütz.) Rabenh.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237947	Himantidium pectinale Kütz.	Chromista	Gyrista	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	
Diploneis elliptica	Exakt	237519	Accepterat	Diploneis elliptica	(Kütz.) Cleve		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237519		Chromista	Gyrista	Bacillariophyceae	Naviculales	Diploneidaceae	Diploneis	
Gyrosigma obscurum	Exakt	237644	Accepterat	Gyrosigma obscurum	(W.Sm.) Griffith & Henfrey		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237644		Chromista	Gyrista	Bacillariophyceae	Naviculales	Pleurosigmataceae	Gyrosigma	
Pleurosigma strigosum	Exakt	237656	Accepterat	Pleurosigma strigosum	W.Sm.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237656		Chromista	Gyrista	Bacillariophyceae	Naviculales	Pleurosigmataceae	Pleurosigma	
Entomoneis	Exakt	1012310	Accepterat	Entomoneis	Ehrenb.		Släkte		urn:lsid: dyntaxa.se:Taxon: 1012310		Chromista	Gyrista	Bacillariophyceae	Surirellales	Entomoneidaceae		
Chaetoceros concavicornis	Exakt	237310	Accepterat	Chaetoceros concavicornis	Mangin		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237310		Chromista	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
Chaetoceros constrictus	Exakt	237311	Accepterat	Chaetoceros constrictus	Gran, 1897		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237311		Chromista	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
Chaetoceros convolutus	Exakt	237313	Accepterat	Chaetoceros convolutus	Castracane, 1886		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237313		Chromista	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
Chaetoceros ingolfianus	Exakt	237331	Accepterat	Chaetoceros ingolfianus	Ostenfeld in Gran, 1902		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237331		Chromista	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
Chaetoceros lorenzianus	Exakt	237334	Accepterat	Chaetoceros lorenzianus	Grunow, 1863		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237334		Chromista	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
Chaetoceros perpusillus	Exakt	237340	Accepterat	Chaetoceros perpusillus	P.T. Cleve, 1897		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237340		Chromista	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
Chaetoceros subtilis	Exakt	237348	Accepterat	Chaetoceros subtilis	Cleve		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237348		Chromista	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
Chaetoceros tenuissimus	Exakt	237349	Accepterat	Chaetoceros tenuissimus	Meunier, 1913		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237349		Chromista	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
Coscinodiscus marginatus	Exakt	237418	Accepterat	Coscinodiscus marginatus	Ehrenberg, 1841 (1843, 1844)		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237418		Chromista	Gyrista	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	
Coscinodiscus wailesii	Exakt	237425	Accepterat	Coscinodiscus wailesii	Gran & Angst		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237425		Chromista	Gyrista	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	
Melosira lineata	Exakt	237440	Accepterat	Melosira lineata	(Dillwyn) C.Agardh		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237440		Chromista	Gyrista	Coscinodiscophyceae	Melosirales	Melosiraceae	Melosira	
Proboscia eumorpha	Exakt	237450	Accepterat	Proboscia eumorpha	Takahashi, Jordan & Priddle		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237450		Chromista	Gyrista	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Proboscia	
Cyclotella operculata	Exakt	256800	Accepterat	Cyclotella operculata	(C.Agardh) Bréb.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 256800		Chromista	Gyrista	Mediophyceae	Stephanodiscales	Stephanodiscaceae	Cyclotella	
Porosira glacialis	Exakt	237247	Accepterat	Porosira glacialis	(Grunow) E. Jørgensen, 1905		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237247		Chromista	Gyrista	Mediophyceae	Thalassiosirales	Thallassiosiraceae	Porosira	
Thalassiosira baltica	Exakt	237254	Accepterat	Thalassiosira baltica	(Grunow in P.T. Cleve & Grunow) Ostenfeld, 1901		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237254		Chromista	Gyrista	Mediophyceae	Thalassiosirales	Thallassiosiraceae	Thalassiosira	
Thalassiosira oestrupii	Exakt	237280	Accepterat	Shionodiscus oestrupii	(Ostenf.) A.J. Alverson & al.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237280	"Thalassiosira oestrupii (Ostenf.) Hasle;Thalassiosira oestrupii (Ostenf.) Proshk.-Lavr. ex Hasle;Coscinosira oestrupii Ostenf."	Chromista	Gyrista	Mediophyceae	Thalassiosirales	Thallassiosiraceae	Shionodiscus	
Nodularia	Exakt	1010274	Accepterat	Nodularia	Mert. ex Bornet et Flahault		Släkte		urn:lsid: dyntaxa.se:Taxon: 1010274		Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae		
Brebissonia	Exakt	1010475	Accepterat	Brebissonia	Grunow		Släkte		urn:lsid: dyntaxa.se:Taxon: 1010475		Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae		
Frustulia	Exakt	1010434	Accepterat	Frustulia	Rabenh.	myrkisel	Släkte		urn:lsid: dyntaxa.se:Taxon: 1010434		Chromista	Gyrista	Bacillariophyceae	Naviculales	Amphipleuraceae		
Frustulia vulgaris	Exakt	237493	Accepterat	Frustulia vulgaris	(Thwaites) De Toni		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237493		Chromista	Gyrista	Bacillariophyceae	Naviculales	Amphipleuraceae	Frustulia	
Berkeleya	Exakt	1010438	Accepterat	Berkeleya	Grev.		Släkte		urn:lsid: dyntaxa.se:Taxon: 1010438		Chromista	Gyrista	Bacillariophyceae	Naviculales	Berkeleyaceae		
Berkeleya rutilans	Exakt	237503	Accepterat	Berkeleya rutilans	(Trentep. ex Roth) Grunow		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237503	"Amphipleura rutilans (Trentep. ex Roth) Cleve;Conferva rutilans Trentep. ex Roth;Bangia rutilans (Trentep. ex Roth) Lyngb.;Schizonema rutilans (Trentep. ex Roth) C.Agardh"	Chromista	Gyrista	Bacillariophyceae	Naviculales	Berkeleyaceae	Berkeleya	
Mastogloiales	Exakt	3000602	Accepterat	Mastogloiales	D.G.Mann		Ordning		urn:lsid: dyntaxa.se:Taxon: 3000602		Chromista	Gyrista	Bacillariophyceae				
Mastogloiaceae	Exakt	2003200	Accepterat	Mastogloiaceae	Mereschk.		Familj		urn:lsid: dyntaxa.se:Taxon: 2003200		Chromista	Gyrista	Bacillariophyceae	Mastogloiales			
Mastogloia	Exakt	1010471	Accepterat	Mastogloia	Thwaites ex W.Sm.		Släkte		urn:lsid: dyntaxa.se:Taxon: 1010471	Mastogloia Thwaites in W.Sm.	Chromista	Gyrista	Bacillariophyceae	Mastogloiales	Mastogloiaceae		
Mastogloia smithii	Exakt	237812	Accepterat	Mastogloia smithii	Thwaites ex W.Sm.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237812		Chromista	Gyrista	Bacillariophyceae	Mastogloiales	Mastogloiaceae	Mastogloia	
Brachysiraceae	Exakt	2003182	Accepterat	Brachysiraceae	D.G.Mann		Familj		urn:lsid: dyntaxa.se:Taxon: 2003182		Chromista	Gyrista	Bacillariophyceae	Naviculales			
Tabularia	Exakt	1010518	Accepterat	Tabularia	(Kütz.) D.M.Williams & Round		Släkte		urn:lsid: dyntaxa.se:Taxon: 1010518	Catacombas D.M. Wiliams & Round	Chromista	Gyrista	Bacillariophyceae	Licmophorales	Ulnariaceae		
Tabularia fasciculata	Exakt	237996	Accepterat	Tabularia fasciculata	(C.Agardh) D.M.Williams & Round		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237996	"Diatoma fasciculata C.Agardh;Fragilaria fasciculata (C.Agardh) Lange-Bert.;Synedra fasciculata (C.Agardh) Kütz."	Chromista	Gyrista	Bacillariophyceae	Licmophorales	Ulnariaceae	Tabularia	
Licmophora abbreviata	Exakt	237958	Accepterat	Licmophora abbreviata	C.A. Agardh, 1831		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237958		Chromista	Gyrista	Bacillariophyceae	Licmophorales	Licmophoraceae	Licmophora	
Brachysira	Exakt	1010439	Accepterat	Brachysira	Kütz.		Släkte		urn:lsid: dyntaxa.se:Taxon: 1010439		Chromista	Gyrista	Bacillariophyceae	Naviculales	Brachysiraceae		
Brachysira vitrea	Exakt	237506	Accepterat	Brachysira vitrea	(Grunow) R.Ross in Hartley		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237506		Chromista	Gyrista	Bacillariophyceae	Naviculales	Brachysiraceae	Brachysira	
Gyrosigma tenuissimum	Exakt	237650	Accepterat	Gyrosigma tenuissimum	(W. Smith) Griffith & Henfrey, 1856		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237650		Chromista	Gyrista	Bacillariophyceae	Naviculales	Pleurosigmataceae	Gyrosigma	
Rhabdonematales	Exakt	3000610	Accepterat	Rhabdonematales	Round & R.M.Crawford		Ordning		urn:lsid: dyntaxa.se:Taxon: 3000610	Tabellariales Round	Chromista	Gyrista	Bacillariophyceae				
Rhabdonemataceae	Exakt	2003213	Accepterat	Rhabdonemataceae	Round & R.M.Crawford		Familj		urn:lsid: dyntaxa.se:Taxon: 2003213		Chromista	Gyrista	Bacillariophyceae	Rhabdonematales			
Rhabdonema	Exakt	1010498	Accepterat	Rhabdonema	Kütz.		Släkte		urn:lsid: dyntaxa.se:Taxon: 1010498		Chromista	Gyrista	Bacillariophyceae	Rhabdonematales	Rhabdonemataceae		
Rhabdonema arcuatum	Exakt	237966	Accepterat	Rhabdonema arcuatum	(Lyngb.) Kütz.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237966	Diatoma arcuatum Lyngb.	Chromista	Gyrista	Bacillariophyceae	Rhabdonematales	Rhabdonemataceae	Rhabdonema	
Sellaphoraceae	Exakt	2003194	Accepterat	Sellaphoraceae	Mereschk.		Familj		urn:lsid: dyntaxa.se:Taxon: 2003194		Chromista	Gyrista	Bacillariophyceae	Naviculales			
Sellaphora	Exakt	1010455	Accepterat	Sellaphora	Mereschk.		Släkte		urn:lsid: dyntaxa.se:Taxon: 1010455		Chromista	Gyrista	Bacillariophyceae	Naviculales	Sellaphoraceae		
Sellaphora pupula	Exakt	237660	Accepterat	Sellaphora pupula	(Kütz.) Mereschk.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237660	Navicula pupula Kütz.	Chromista	Gyrista	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	
Tabellaria flocculosa	Exakt	237978	Accepterat	Tabellaria flocculosa	(Roth) Kütz.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237978	Conferva flocculosa Roth	Chromista	Gyrista	Bacillariophyceae	Rhabdonematales	Tabellariaceae	Tabellaria	
Thalassiothrix	Exakt	1010495	Accepterat	Thalassiothrix	Cleve & Grunow		Släkte		urn:lsid: dyntaxa.se:Taxon: 1010495		Chromista	Gyrista	Bacillariophyceae	Thalassionematales	Thalassionemataceae		
Thalassiothrix longissima	Exakt	237953	Accepterat	Thalassiothrix longissima	P.T. Cleve & Grunow, 1880		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237953		Chromista	Gyrista	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassiothrix	
Lyngbya aestuarii	Exakt	236739	Accepterat	Lyngbya aestuarii	Liebm. ex Gomont		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 236739	"Lyngbya aestuarii (Mertens in Jürg.) Liebman ex Gomont;Lyngbya littoralis (Carm.) Cooke ex Forti"	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Lyngbya	
Pleurocapsa fuliginosa	Exakt	263463	Accepterat	Pleurocapsa fuliginosa	Hauck		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263463		Bacteria	Cyanobacteria	Cyanophyceae	Pleurocapsales	Hyellaceae	Pleurocapsa	
Chaetopeltidaceae	Exakt	2003007	Accepterat	Chaetopeltidaceae	G.S.West		Familj		urn:lsid: dyntaxa.se:Taxon: 2003007		Plantae	Chlorophyta	Chlorophyceae	Chaetopeltidales			
Pylaiella	Exakt	1008517	Accepterat	Pylaiella	Bory	trådslickar	Släkte		urn:lsid: dyntaxa.se:Taxon: 1008517	Pilayella 	Chromista	Gyrista	Phaeophyceae	Ectocarpales	Pylaiellaceae		
Pylaiella littoralis	Exakt	232711	Accepterat	Pylaiella littoralis	(L.) Kjellm.	trådslick	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 232711	"Ectocarpus brachiatus (C.Agardh) C.Agardh;Ectocarpus ferrugineus C.Agardh;Ectocarpus subverticillatus Kütz.;Ectocarpus firmus (C.Agardh) J.Agardh;Pylaiella kylini Du Rietz;Pylaiella kylinii Du Rietz;Conferva littoralis L.;Ectocarpus compactus (Roth) C.Agardh;Ectocarpus littoralis (L.) Lyngb.;Pilayella littoralis (L.) Kjellm.;Pylaiella rupincola (Aresch.) Kylin"	Chromista	Gyrista	Phaeophyceae	Ectocarpales	Pylaiellaceae	Pylaiella	
Ochromonadales	Exakt	3000566	Accepterat	Ochromonadales	Pascher		Ordning		urn:lsid: dyntaxa.se:Taxon: 3000566		Chromista	Gyrista	Chrysophyceae				
Dinobryaceae	Exakt	2003890	Accepterat	Dinobryaceae	Ehrenb.		Familj		urn:lsid: dyntaxa.se:Taxon: 2003890	Chrysococcaceae 	Chromista	Gyrista	Chrysophyceae	Ochromonadales			
Dinobryon	Exakt	1010313	Accepterat	Dinobryon	Ehrenb.	strutgull	Släkte		urn:lsid: dyntaxa.se:Taxon: 1010313		Chromista	Gyrista	Chrysophyceae	Ochromonadales	Dinobryaceae		
Dinobryon bavaricum	Exakt	237039	Accepterat	Dinobryon bavaricum	O.E. Imhof		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237039		Chromista	Gyrista	Chrysophyceae	Ochromonadales	Dinobryaceae	Dinobryon	
Dinobryon cylindricum	Exakt	237042	Accepterat	Dinobryon cylindricum	O.E. Imhof		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237042		Chromista	Gyrista	Chrysophyceae	Ochromonadales	Dinobryaceae	Dinobryon	
Dinobryon divergens	Exakt	237043	Accepterat	Dinobryon divergens	O.E.Imhof		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237043		Chromista	Gyrista	Chrysophyceae	Ochromonadales	Dinobryaceae	Dinobryon	
Dinobryon pediforme	Exakt	237046	Accepterat	Dinobryon pediforme	(Lemmerm.) Steinecke		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237046	"Dinobryon cylindricum var. pediforme (Lemmerm.) Lemmerm.;Dinobryon protuberans var. pediforme Lemmerm."	Chromista	Gyrista	Chrysophyceae	Ochromonadales	Dinobryaceae	Dinobryon	
Dinobryon sertularia	Exakt	237047	Accepterat	Dinobryon sertularia	Ehrenb.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237047		Chromista	Gyrista	Chrysophyceae	Ochromonadales	Dinobryaceae	Dinobryon	
Dinobryon sociale	Exakt	237048	Accepterat	Dinobryon sociale	Ehrenb.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237048		Chromista	Gyrista	Chrysophyceae	Ochromonadales	Dinobryaceae	Dinobryon	
Dictyochales	Exakt	3000573	Accepterat	Dictyochales	Haeckel		Ordning		urn:lsid: dyntaxa.se:Taxon: 3000573		Chromista	Gyrista	Dictyochophyceae				
Dictyochaceae	Exakt	2003145	Accepterat	Dictyochaceae	Lemmerm.		Familj		urn:lsid: dyntaxa.se:Taxon: 2003145		Chromista	Gyrista	Dictyochophyceae	Dictyochales			
Dictyocha	Exakt	1010352	Accepterat	Dictyocha	Ehrenb.		Släkte		urn:lsid: dyntaxa.se:Taxon: 1010352		Chromista	Gyrista	Dictyochophyceae	Dictyochales	Dictyochaceae		
Entomoneis alata	Exakt	237494	Accepterat	Entomoneis alata	(Ehrenb.) Reimer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237494	Amphiprora alata (Ehrenb.) Kütz.	Chromista	Gyrista	Bacillariophyceae	Surirellales	Entomoneidaceae	Entomoneis	
Eucampia groenlandica	Exakt	237366	Accepterat	Eucampia groenlandica	Cleve, 1896		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237366		Chromista	Gyrista	Mediophyceae	Hemiaulales	Hemiaulaceae	Eucampia	
Chaetoceros diversus	Exakt	237325	Accepterat	Chaetoceros diversus	P.T. Cleve, 1873		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237325		Chromista	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
Actinocyclus normanii f. subsalsus	Exakt	248670	Accepterat	Actinocyclus normanii var. subsalsus	(Juhl.-Dannf.) Hust.		Varietet	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 248670	"Actinocyclus normanii f. subsalsus (Juhl.-Dannf.) Hust.;Coscinodiscus subsalsus Juhl.-Dannf."	Chromista	Gyrista	Coscinodiscophyceae	Coscinodiscales	Hemidiscaceae	Actinocyclus	Actinocyclus normanii
Helicotheca	Exakt	1010428	Accepterat	Helicotheca	Ricard		Släkte		urn:lsid: dyntaxa.se:Taxon: 1010428		Chromista	Gyrista	Mediophyceae	Lithodesmiales	Lithodesmiaceae		
Helicotheca tamesis	Exakt	237486	Accepterat	Helicotheca tamesis	(Shrubsole) Ricard, 1987		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237486		Chromista	Gyrista	Mediophyceae	Lithodesmiales	Lithodesmiaceae	Helicotheca	
Urosolenia	Exakt	1010416	Accepterat	Urosolenia	F.E. Round & R.M. Crawford		Släkte		urn:lsid: dyntaxa.se:Taxon: 1010416		Chromista	Gyrista	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae		
Urosolenia eriensis	Exakt	237463	Accepterat	Urosolenia eriensis	(H.L.Sm.) Round & R.M.Crawford		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237463	Rhizosolenia eriensis H.L.Sm.	Chromista	Gyrista	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Urosolenia	
Dictyocha fibula	Exakt	237176	Accepterat	Dictyocha fibula	Ehrenberg, 1839		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237176		Chromista	Gyrista	Dictyochophyceae	Dictyochales	Dictyochaceae	Dictyocha	
Sarcinochrysidales	Exakt	3000575	Accepterat	Sarcinochrysidales	Gayral & Billard		Ordning		urn:lsid: dyntaxa.se:Taxon: 3000575		Chromista	Gyrista	Pelagophyceae				
Phacus caudatus	Exakt	257720	Accepterat	Phacus caudatus	K. Hübner		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 257720		Protozoa	Euglenophyta	Euglenophyceae	Euglenales	Phacaceae	Phacus	
Pyramimonas longicauda	Exakt	238965	Accepterat	Pyramimonas longicauda	Van Meel, 1969 emend. Inouye, Hori & Chihara, 1984		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238965		Plantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	
Attheyaceae	Exakt	2003156	Accepterat	Attheyaceae	Round & R.M.Crawford		Familj		urn:lsid: dyntaxa.se:Taxon: 2003156		Chromista	Gyrista	Mediophyceae	Biddulphiales			
Attheya	Exakt	1010378	Accepterat	Attheya	T.West		Släkte		urn:lsid: dyntaxa.se:Taxon: 1010378		Chromista	Gyrista	Mediophyceae	Biddulphiales	Attheyaceae		
Attheya decora	Exakt	237293	Accepterat	Attheya decora	T.West		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237293		Chromista	Gyrista	Mediophyceae	Biddulphiales	Attheyaceae	Attheya	
Chaetoceros eibenii	Exakt	237326	Accepterat	Chaetoceros eibenii	Grunow in Van Heurck, 1882		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237326		Chromista	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
Chaetoceros lauderi	Exakt	237333	Accepterat	Chaetoceros lauderi	Ralfs inauder, 1864		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237333		Chromista	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
Chaetoceros wighamii	Exakt	237353	Accepterat	Chaetoceros wighamii	Brightw.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237353	Chaetoceros bottnicus Cleve	Chromista	Gyrista	Mediophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	
Anaulales	Exakt	3000583	Accepterat	Anaulales	Round & R.M.Crawford		Ordning		urn:lsid: dyntaxa.se:Taxon: 3000583		Chromista	Gyrista	Mediophyceae				
Anaulaceae	Exakt	2003159	Accepterat	Anaulaceae	(Schütt) Lemmerm.		Familj		urn:lsid: dyntaxa.se:Taxon: 2003159		Chromista	Gyrista	Mediophyceae	Anaulales			
Pseudo-nitzschia pungens	Exakt	237684	Accepterat	Pseudo-nitzschia pungens	(Grunow ex Cleve) Hasle		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237684	Nitzschia pungens Grunow ex Cleve	Chromista	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	
Melosira arctica	Exakt	237438	Accepterat	Melosira arctica	(Ehrenb.) Dickie ex Ralfs in A.Pritch.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237438		Chromista	Gyrista	Coscinodiscophyceae	Melosirales	Melosiraceae	Melosira	
Phaeocystis globosa	Exakt	237016	Accepterat	Phaeocystis globosa	Scherffel, 1899,1900		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237016		Chromista	Haptophyta	Coccolithophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	
Scenedesmaceae	Exakt	2003290	Accepterat	Scenedesmaceae	Oltm.		Familj		urn:lsid: dyntaxa.se:Taxon: 2003290		Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales			
